Time, Humidity, CO2, TVOC
19:58:57, 99.9000015258789, 71.23999862670898, 400, 0
19:59:27, 99.9000015258789, 71.4199993133545, 400, 0
19:59:58, 99.9000015258789, 71.4199993133545, 400, 0
20:00:29, 99.9000015258789, 71.4199993133545, 400, 0
20:01:02, 99.9000015258789, 71.23999862670898, 4938, 0
20:01:32, 99.9000015258789, 71.06000137329102, 4634, 0
20:02:03, 99.9000015258789, 70.8800006866455, 4795, 0
20:02:34, 99.9000015258789, 70.8800006866455, 4966, 0
20:03:04, 99.9000015258789, 70.7, 4740, 0
20:03:35, 99.5999984741211, 70.51999931335449, 7140, 19
20:04:06, 99.9000015258789, 70.7, 4397, 0
20:04:36, 97.69999694824219, 70.51999931335449, 4113, 0
20:05:17, 92.0, 70.7, 400, 0
20:05:48, 92.30000305175781, 70.51999931335449, 400, 1
20:06:18, 92.80000305175781, 70.7, 400, 1
