Time, Humidity, CO2, TVOC
21:13:04, 90.5, 85.46000137329102, 1509, 0
21:13:35, 91.19999694824219, 84.9199993133545, 1459, 0
21:14:06, 92.30000305175781, 84.3800006866455, 1414, 0
21:14:36, 93.9000015258789, 83.83999862670899, 1352, 0
21:15:07, 94.9000015258789, 83.3, 1313, 0
21:15:40, 96.0, 82.4, 1263, 0
21:16:11, 96.0999984741211, 82.21999931335449, 1400, 0
21:16:41, 94.5, 81.86000137329101, 1507, 0
21:17:12, 91.5999984741211, 81.5, 1504, 0
21:17:43, 91.0999984741211, 80.96000137329102, 1496, 0
21:18:13, 91.0, 80.4199993133545, 1472, 0
21:18:44, 90.9000015258789, 79.8800006866455, 1470, 0
21:19:15, 91.0, 79.33999862670899, 1448, 0
21:19:45, 91.0999984741211, 78.8, 1464, 0
21:20:16, 91.30000305175781, 78.43999862670898, 1448, 0
21:20:49, 91.9000015258789, 77.53999862670898, 1447, 0
21:21:20, 91.9000015258789, 77.53999862670898, 1436, 0
21:21:51, 92.19999694824219, 77.18000068664551, 1424, 0
21:22:21, 92.5, 76.63999862670899, 1402, 0
21:22:52, 92.69999694824219, 76.28000068664551, 1416, 0
21:23:25, 93.0999984741211, 75.56000137329102, 1406, 0
21:23:56, 93.0999984741211, 75.56000137329102, 1401, 0
21:24:26, 93.4000015258789, 75.2, 1397, 0
21:24:57, 93.5999984741211, 74.83999862670899, 1393, 0
21:25:28, 93.9000015258789, 74.66000137329101, 1381, 0
21:25:58, 94.0999984741211, 74.3, 1397, 0
21:26:29, 94.30000305175781, 74.1199993133545, 1384, 0
21:27:00, 94.5999984741211, 73.76000137329102, 1375, 0
21:27:30, 94.69999694824219, 73.5800006866455, 1377, 0
21:28:01, 94.9000015258789, 73.4, 1376, 0
21:28:32, 95.0999984741211, 73.03999862670898, 1368, 0
21:29:02, 95.30000305175781, 72.86000137329101, 1375, 0
21:29:33, 95.5, 72.68000068664551, 1365, 0
21:30:04, 95.5999984741211, 72.5, 1361, 0
21:30:34, 95.69999694824219, 72.13999862670899, 1358, 0
21:31:05, 96.0, 72.13999862670899, 1356, 0
21:31:36, 96.0999984741211, 71.96000137329102, 1348, 0
21:32:06, 96.19999694824219, 71.78000068664551, 1349, 0
21:32:40, 96.5999984741211, 71.4199993133545, 1343, 0
21:33:10, 96.5999984741211, 71.4199993133545, 1354, 0
21:33:41, 96.5999984741211, 71.23999862670898, 1337, 0
21:34:12, 96.69999694824219, 71.06000137329102, 1338, 0
21:34:42, 96.80000305175781, 71.06000137329102, 1337, 0
21:35:13, 97.0, 70.8800006866455, 1344, 0
21:35:44, 97.0999984741211, 70.7, 1337, 0
21:36:14, 97.19999694824219, 70.51999931335449, 1340, 0
21:36:45, 97.4000015258789, 70.51999931335449, 1334, 0
21:37:15, 97.4000015258789, 70.33999862670899, 1358, 0
21:37:46, 97.5999984741211, 70.33999862670899, 1352, 0
21:38:17, 97.80000305175781, 70.16000137329101, 1402, 0
21:38:47, 97.9000015258789, 70.16000137329101, 1400, 0
21:39:18, 99.5, 69.98000068664551, 1317, 0
21:39:49, 99.9000015258789, 69.98000068664551, 1299, 0
21:40:19, 99.9000015258789, 69.98000068664551, 1320, 0
21:40:50, 99.9000015258789, 69.98000068664551, 1310, 0
21:41:21, 99.9000015258789, 69.98000068664551, 1205, 0
21:41:51, 99.9000015258789, 69.98000068664551, 1158, 0
21:42:22, 99.9000015258789, 69.98000068664551, 1098, 0
21:42:53, 99.9000015258789, 69.98000068664551, 1027, 0
21:43:23, 99.9000015258789, 69.98000068664551, 969, 0
21:43:54, 99.9000015258789, 69.8, 908, 0
21:44:25, 99.9000015258789, 69.8, 872, 0
21:44:55, 99.9000015258789, 69.6199993133545, 818, 0
21:45:26, 99.9000015258789, 69.43999862670898, 765, 0
21:45:57, 99.9000015258789, 69.26000137329102, 728, 0
21:46:27, 99.9000015258789, 69.26000137329102, 672, 0
21:46:58, 99.9000015258789, 69.0800006866455, 613, 0
21:47:29, 99.9000015258789, 69.0800006866455, 576, 0
21:47:59, 99.9000015258789, 68.9, 531, 0
21:48:30, 99.9000015258789, 68.71999931335449, 483, 0
21:49:03, 99.9000015258789, 68.71999931335449, 440, 0
21:49:34, 99.9000015258789, 68.53999862670898, 401, 0
21:50:04, 99.9000015258789, 68.53999862670898, 400, 0
21:50:35, 99.9000015258789, 68.53999862670898, 400, 0
21:51:06, 99.9000015258789, 68.36000137329101, 400, 0
21:51:36, 99.9000015258789, 68.36000137329101, 400, 0
21:52:07, 99.9000015258789, 68.18000068664551, 400, 0
21:52:38, 99.9000015258789, 68.18000068664551, 400, 0
21:53:08, 99.9000015258789, 68.18000068664551, 400, 0
21:53:39, 99.9000015258789, 68.0, 400, 0
21:54:10, 99.9000015258789, 68.0, 400, 0
