Time, Humidity, CO2, TVOC
18:20:52, 99.9000015258789, 65.83999862670899, 400, 0
18:21:22, 99.9000015258789, 66.01999931335449, 1509, 0
18:21:53, 99.9000015258789, 66.01999931335449, 1474, 0
18:22:24, 99.9000015258789, 66.2, 1419, 0
18:22:54, 99.9000015258789, 66.3800006866455, 1386, 0
18:23:25, 99.9000015258789, 66.56000137329102, 1349, 0
18:23:56, 99.9000015258789, 66.56000137329102, 1301, 0
18:24:26, 99.9000015258789, 66.73999862670898, 1249, 0
18:24:57, 99.9000015258789, 66.9199993133545, 1212, 0
18:25:28, 99.9000015258789, 66.9199993133545, 1183, 0
18:25:58, 99.9000015258789, 67.1, 1138, 0
18:26:29, 99.9000015258789, 67.28000068664551, 1099, 0
18:27:00, 99.9000015258789, 67.28000068664551, 1073, 0
18:27:30, 99.9000015258789, 67.46000137329102, 1016, 0
18:28:01, 99.9000015258789, 67.46000137329102, 982, 0
18:28:32, 99.9000015258789, 67.46000137329102, 941, 0
18:29:02, 99.9000015258789, 67.63999862670899, 917, 0
18:29:33, 99.9000015258789, 67.63999862670899, 854, 0
18:30:03, 99.9000015258789, 67.81999931335449, 827, 0
18:30:34, 99.9000015258789, 67.81999931335449, 787, 0
18:31:05, 99.9000015258789, 67.81999931335449, 753, 0
18:31:35, 99.9000015258789, 68.0, 733, 0
18:32:06, 99.9000015258789, 68.0, 682, 0
18:32:37, 99.9000015258789, 68.0, 647, 0
18:33:07, 99.9000015258789, 68.18000068664551, 610, 0
18:33:38, 99.9000015258789, 68.36000137329101, 563, 0
18:34:11, 99.9000015258789, 68.36000137329101, 532, 0
18:34:42, 99.9000015258789, 68.36000137329101, 521, 0
18:35:13, 99.9000015258789, 68.36000137329101, 477, 0
18:35:43, 99.9000015258789, 68.53999862670898, 443, 0
18:36:14, 99.9000015258789, 68.53999862670898, 417, 0
18:36:45, 99.9000015258789, 68.53999862670898, 400, 0
18:37:15, 99.9000015258789, 68.71999931335449, 400, 0
18:37:46, 99.9000015258789, 68.71999931335449, 400, 0
18:38:17, 99.9000015258789, 68.71999931335449, 400, 0
18:38:47, 99.9000015258789, 68.71999931335449, 400, 0
18:39:18, 99.9000015258789, 68.9, 400, 0
18:39:49, 99.9000015258789, 68.9, 400, 0
18:40:19, 99.9000015258789, 69.0800006866455, 400, 0
18:40:50, 99.9000015258789, 69.26000137329102, 400, 0
18:41:21, 99.9000015258789, 69.43999862670898, 400, 0
18:41:51, 99.9000015258789, 69.6199993133545, 400, 0
18:42:22, 99.9000015258789, 69.98000068664551, 400, 0
18:42:52, 99.9000015258789, 70.33999862670899, 400, 0
18:43:23, 99.9000015258789, 70.7, 400, 0
18:43:56, 99.9000015258789, 71.6, 400, 0
18:44:27, 99.9000015258789, 71.4199993133545, 400, 0
18:44:58, 99.9000015258789, 71.96000137329102, 400, 0
18:45:28, 99.9000015258789, 72.31999931335449, 400, 0
18:45:59, 99.9000015258789, 72.86000137329101, 400, 0
18:46:30, 99.9000015258789, 73.03999862670898, 400, 0
18:47:00, 99.9000015258789, 73.5800006866455, 400, 0
18:47:31, 99.9000015258789, 73.93999862670898, 400, 0
18:48:02, 99.9000015258789, 74.3, 400, 0
18:48:32, 99.9000015258789, 74.66000137329101, 400, 0
18:49:03, 99.9000015258789, 75.01999931335449, 400, 0
18:49:34, 99.9000015258789, 75.3800006866455, 400, 0
18:50:04, 99.9000015258789, 75.56000137329102, 400, 0
18:50:35, 99.9000015258789, 75.9199993133545, 400, 0
18:51:06, 99.9000015258789, 76.1, 400, 0
18:51:36, 99.9000015258789, 76.46000137329102, 400, 0
18:52:07, 99.9000015258789, 76.63999862670899, 400, 0
18:52:37, 99.9000015258789, 77.0, 400, 0
18:53:08, 99.9000015258789, 77.18000068664551, 400, 0
18:53:39, 99.9000015258789, 77.36000137329101, 400, 0
18:54:09, 99.9000015258789, 77.71999931335449, 400, 0
18:54:40, 99.9000015258789, 77.9, 400, 0
18:55:11, 99.9000015258789, 78.0800006866455, 400, 0
18:55:41, 99.9000015258789, 78.26000137329102, 400, 0
18:56:15, 99.9000015258789, 78.6199993133545, 400, 0
18:56:45, 99.9000015258789, 78.6199993133545, 400, 0
18:57:16, 99.9000015258789, 78.8, 400, 0
18:57:47, 99.9000015258789, 78.8, 400, 0
18:58:17, 99.9000015258789, 78.8, 400, 0
18:58:48, 99.9000015258789, 78.8, 400, 0
18:59:19, 99.9000015258789, 78.8, 400, 0
18:59:49, 99.9000015258789, 78.8, 400, 0
19:00:20, 99.9000015258789, 78.8, 400, 0
19:00:51, 99.9000015258789, 78.8, 400, 0
19:01:21, 99.9000015258789, 78.8, 400, 0
19:01:54, 99.9000015258789, 78.43999862670898, 400, 0
19:02:25, 99.9000015258789, 78.26000137329102, 400, 0
19:02:56, 99.9000015258789, 78.26000137329102, 400, 0
19:03:26, 99.9000015258789, 78.0800006866455, 400, 0
19:03:57, 99.9000015258789, 77.9, 400, 0
19:04:28, 99.9000015258789, 77.71999931335449, 400, 0
19:04:58, 99.9000015258789, 77.53999862670898, 400, 0
19:05:29, 99.9000015258789, 77.36000137329101, 400, 0
19:06:00, 99.9000015258789, 77.0, 400, 0
19:06:30, 99.9000015258789, 76.81999931335449, 400, 0
19:07:01, 99.9000015258789, 76.63999862670899, 400, 0
19:07:32, 99.9000015258789, 76.46000137329102, 400, 0
19:08:02, 99.9000015258789, 76.28000068664551, 400, 0
19:08:33, 99.9000015258789, 76.1, 400, 0
19:09:04, 99.9000015258789, 75.9199993133545, 400, 0
19:09:34, 99.9000015258789, 75.73999862670898, 400, 0
19:10:08, 99.9000015258789, 75.56000137329102, 400, 0
19:10:38, 99.9000015258789, 75.3800006866455, 400, 0
19:11:09, 99.9000015258789, 75.3800006866455, 400, 0
19:11:39, 99.9000015258789, 75.2, 400, 0
19:12:10, 99.9000015258789, 75.01999931335449, 400, 0
19:12:41, 99.9000015258789, 75.01999931335449, 400, 0
19:13:11, 99.9000015258789, 74.83999862670899, 400, 0
19:13:42, 99.9000015258789, 74.66000137329101, 400, 0
19:14:13, 99.9000015258789, 74.66000137329101, 400, 0
19:14:43, 99.9000015258789, 74.48000068664551, 400, 0
19:15:14, 99.9000015258789, 74.48000068664551, 400, 0
19:15:47, 99.9000015258789, 74.3, 400, 0
19:16:18, 99.9000015258789, 74.1199993133545, 400, 0
19:16:51, 99.9000015258789, 73.93999862670898, 400, 0
19:17:22, 99.9000015258789, 73.93999862670898, 400, 0
19:17:52, 99.9000015258789, 73.93999862670898, 400, 0
19:18:23, 99.9000015258789, 73.93999862670898, 400, 0
19:18:54, 99.9000015258789, 73.93999862670898, 400, 0
19:19:24, 99.9000015258789, 73.76000137329102, 400, 0
19:19:55, 99.9000015258789, 73.5800006866455, 400, 0
19:20:26, 99.9000015258789, 73.5800006866455, 400, 0
19:20:56, 99.9000015258789, 73.5800006866455, 400, 0
19:21:30, 99.9000015258789, 73.5800006866455, 400, 0
19:22:00, 99.9000015258789, 73.4, 400, 0
19:22:31, 99.9000015258789, 73.4, 400, 0
19:23:01, 99.9000015258789, 73.21999931335449, 400, 0
19:23:32, 99.9000015258789, 73.21999931335449, 400, 0
19:24:03, 99.9000015258789, 73.21999931335449, 400, 0
19:24:33, 99.9000015258789, 73.21999931335449, 400, 0
19:25:04, 99.9000015258789, 73.21999931335449, 400, 0
19:25:35, 99.9000015258789, 73.03999862670898, 400, 0
19:26:05, 99.9000015258789, 73.03999862670898, 400, 0
19:26:36, 99.9000015258789, 73.03999862670898, 400, 0
19:27:07, 99.9000015258789, 73.03999862670898, 400, 0
19:27:37, 99.9000015258789, 73.03999862670898, 400, 0
19:28:08, 99.9000015258789, 72.86000137329101, 400, 0
19:28:39, 99.9000015258789, 72.86000137329101, 400, 0
19:29:09, 99.9000015258789, 72.86000137329101, 400, 0
19:29:40, 99.9000015258789, 72.86000137329101, 400, 0
19:30:11, 99.9000015258789, 72.86000137329101, 400, 0
19:30:41, 99.9000015258789, 72.68000068664551, 400, 0
19:31:12, 99.9000015258789, 72.68000068664551, 400, 0
19:31:43, 99.9000015258789, 72.68000068664551, 400, 0
19:32:13, 99.9000015258789, 72.5, 400, 0
19:32:44, 99.9000015258789, 72.68000068664551, 400, 0
19:33:15, 99.9000015258789, 72.5, 400, 0
19:33:45, 99.9000015258789, 72.5, 400, 0
19:34:16, 99.9000015258789, 72.5, 400, 0
19:34:47, 99.9000015258789, 72.5, 400, 0
19:35:17, 99.9000015258789, 72.5, 400, 0
19:35:48, 99.9000015258789, 72.31999931335449, 400, 0
19:36:19, 99.9000015258789, 72.31999931335449, 400, 0
19:36:49, 99.9000015258789, 72.31999931335449, 400, 0
19:37:20, 99.9000015258789, 72.31999931335449, 400, 0
19:37:50, 99.9000015258789, 72.13999862670899, 400, 0
19:38:21, 99.9000015258789, 72.13999862670899, 400, 0
19:38:52, 99.9000015258789, 72.13999862670899, 400, 0
19:39:25, 99.9000015258789, 71.96000137329102, 400, 0
19:39:56, 99.9000015258789, 72.13999862670899, 400, 0
19:40:26, 99.9000015258789, 71.96000137329102, 400, 0
19:40:57, 99.9000015258789, 71.96000137329102, 400, 0
19:41:28, 99.9000015258789, 71.96000137329102, 400, 0
19:41:58, 99.9000015258789, 71.96000137329102, 400, 0
19:42:29, 99.9000015258789, 71.96000137329102, 400, 0
19:43:00, 99.9000015258789, 71.96000137329102, 400, 0
19:43:30, 99.9000015258789, 71.78000068664551, 400, 0
19:44:01, 99.9000015258789, 71.96000137329102, 400, 0
19:44:32, 99.9000015258789, 71.78000068664551, 400, 0
19:45:02, 99.9000015258789, 71.78000068664551, 400, 0
19:45:33, 99.9000015258789, 71.78000068664551, 400, 0
19:46:03, 99.9000015258789, 71.78000068664551, 400, 0
19:46:34, 99.9000015258789, 71.78000068664551, 400, 0
19:47:05, 99.9000015258789, 71.78000068664551, 400, 0
19:47:35, 99.9000015258789, 71.78000068664551, 400, 0
19:48:06, 99.9000015258789, 71.78000068664551, 400, 0
19:48:37, 99.9000015258789, 71.6, 400, 0
19:49:07, 99.9000015258789, 71.6, 400, 0
